category,product,rating,reviewText,date,deviceHash,verified,reviewLength
Food,Chicken Shawarma,3,Chicken Shawarma is average - greasy but edible.,2024-04-24,DEV-410124,True,8
Food,Chicken 65,4,Delicious Chicken 65! Very delectable and satisfying.,2016-12-23,DEV-989988,True,7
Food,Chicken Shawarma,5,Outstanding Chicken Shawarma! Absolutely savory and perfect.,2004-10-27,DEV-312154,True,7
Food,Peda,5,Outstanding Peda! Absolutely succulent and perfect.,2020-03-11,DEV-478504,True,6
Food,Onion Pakoda,2,"Onion Pakoda was mediocre, somewhat stale.",2009-05-02,DEV-482492,False,6
Food,Jalebi,3,Jalebi is average - stale but edible.,2001-07-01,DEV-588476,True,7
Food,Butter Chicken,4,Really liked this Butter Chicken - perfectly savory.,2001-05-18,DEV-225666,False,8
Food,Puttu,4,Delicious Puttu! Very delectable and satisfying.,2022-02-15,DEV-945699,True,6
Food,Khandvi,5,Outstanding Khandvi! Absolutely delectable and perfect.,2002-03-21,DEV-671920,True,6
Food,Masala Dosa,5,Outstanding Masala Dosa! Absolutely juicy and perfect.,2004-02-16,DEV-488610,True,7
Food,Tacos Al Pastor,5,Outstanding Tacos Al Pastor! Absolutely delectable and perfect.,2015-08-02,DEV-848372,True,8
Food,Vada Pav,5,Best Vada Pav ever - super juicy taste!,2006-09-15,DEV-264539,True,8
Food,Tacos Al Pastor,3,"Standard Tacos Al Pastor, nothing stale exciting.",2010-07-07,DEV-467532,True,7
Food,Biryani Rice,2,Not great - Biryani Rice tasted greasy overall.,2012-02-21,DEV-577385,True,8
Food,Momos,4,Delicious Momos! Very delectable and satisfying.,2000-08-26,DEV-808116,True,6
Food,Gelato,3,Gelato is average - burnt but edible.,2026-11-23,DEV-262720,True,7
Food,Momos,3,Momos is average - greasy but edible.,2000-02-22,DEV-936805,True,7
Food,Puttu,2,"Puttu was mediocre, somewhat greasy.",2011-04-29,DEV-880252,True,5
Food,Paneer Tikka,5,Outstanding Paneer Tikka! Absolutely delectable and perfect.,2018-01-08,DEV-425679,True,7
Food,Hyderabadi Biryani,3,"Standard Hyderabadi Biryani, nothing tasteless exciting.",2016-01-07,DEV-327216,True,6
Food,Dim Sums,5,Outstanding Dim Sums! Absolutely savory and perfect.,2007-07-07,DEV-381610,True,7
Food,Chicken 65,2,"Chicken 65 was mediocre, somewhat stale.",2020-10-25,DEV-434048,True,6
Food,Momos,4,Really liked this Momos - perfectly savory.,2010-11-29,DEV-648351,True,7
Food,Kebab Platter,2,Not great - Kebab Platter tasted soggy overall.,2021-02-26,DEV-779643,True,8
Food,Margherita Pizza,5,Best Margherita Pizza ever - super crispy taste!,2026-09-16,DEV-154224,True,8
Food,Kebab Platter,5,Best Kebab Platter ever - super juicy taste!,2010-10-12,DEV-826193,True,8
Food,Fish Curry,5,Best Fish Curry ever - super succulent taste!,2005-08-05,DEV-490992,True,8
Food,Biryani Rice,4,Delicious Biryani Rice! Very savory and satisfying.,2024-01-21,DEV-328977,True,7
Food,Babaganoush,2,"Babaganoush was mediocre, somewhat soggy.",2024-11-08,DEV-530398,False,5
Food,Chicken 65,2,Not great - Chicken 65 tasted soggy overall.,2013-01-13,DEV-441519,False,8
Food,Fish Fry,4,Delicious Fish Fry! Very delectable and satisfying.,2023-07-04,DEV-990821,True,7
Food,Khandvi,3,"Standard Khandvi, nothing stale exciting.",2002-04-11,DEV-264497,False,5
Food,Barfi,5,Outstanding Barfi! Absolutely succulent and perfect.,2006-01-10,DEV-239168,True,6
Food,Ramen,4,Delicious Ramen! Very savory and satisfying.,2002-01-19,DEV-977419,True,6
Food,Masala Dosa,3,"Standard Masala Dosa, nothing stale exciting.",2009-03-28,DEV-542001,True,6
Food,Barfi,3,"Standard Barfi, nothing burnt exciting.",2005-09-07,DEV-679908,False,5
Food,Peda,5,Outstanding Peda! Absolutely delectable and perfect.,2008-09-12,DEV-617641,True,6
Food,Dim Sums,3,"Standard Dim Sums, nothing greasy exciting.",2018-04-10,DEV-277724,True,6
Food,Samosa,3,"Standard Samosa, nothing greasy exciting.",2013-05-09,DEV-275719,True,5
Food,Gulab Jamun,4,Really liked this Gulab Jamun - perfectly delectable.,2005-04-27,DEV-368505,True,8
Food,Gelato,4,Really liked this Gelato - perfectly savory.,2006-09-02,DEV-252483,True,7
Food,Masala Dosa,5,Outstanding Masala Dosa! Absolutely crispy and perfect.,2010-04-11,DEV-415880,True,7
Food,Falafel,3,Falafel is average - stale but edible.,2011-12-17,DEV-766404,True,7
Food,Pulao,1,Pulao was burnt and inedible - thrown away!,2020-05-02,DEV-579093,True,8
Food,Pesarattu,4,Really liked this Pesarattu - perfectly juicy.,2020-07-20,DEV-282518,True,7
Food,Aloo Paratha,1,Aloo Paratha was soggy and inedible - thrown away!,2020-02-04,DEV-959910,True,9
Food,Barfi,3,Barfi is average - tasteless but edible.,2026-09-16,DEV-430232,True,7
Food,Biryani Rice,4,Delicious Biryani Rice! Very succulent and satisfying.,2011-08-02,DEV-391615,True,7
Food,Khandvi,2,Not great - Khandvi tasted soggy overall.,2019-04-12,DEV-465771,True,7
Food,Margherita Pizza,5,Outstanding Margherita Pizza! Absolutely crispy and perfect.,2022-07-26,DEV-225006,True,7
Food,Chicken Shawarma,3,"Standard Chicken Shawarma, nothing tasteless exciting.",2009-08-26,DEV-254205,True,6
Food,Appam Stewart,5,Best Appam Stewart ever - super delectable taste!,2026-01-24,DEV-881137,False,8
Food,Gelato,1,"Horrible Gelato, completely burnt and disappointing.",2014-04-10,DEV-491571,True,6
Food,Peda,5,Outstanding Peda! Absolutely delectable and perfect.,2010-12-10,DEV-567818,True,6
Food,Biryani Rice,5,Outstanding Biryani Rice! Absolutely crispy and perfect.,2018-07-07,DEV-469234,True,7
Food,Hummus,5,Outstanding Hummus! Absolutely crispy and perfect.,2024-01-13,DEV-600184,True,6
Food,Pulao,4,Really liked this Pulao - perfectly crispy.,2013-10-28,DEV-487798,True,7
Food,Paneer Tikka,4,Really liked this Paneer Tikka - perfectly succulent.,2007-01-07,DEV-503648,True,8
Food,Margherita Pizza,4,Really liked this Margherita Pizza - perfectly savory.,2000-11-07,DEV-975791,True,8
Food,Pav Bhaji,3,"Standard Pav Bhaji, nothing stale exciting.",2004-10-03,DEV-945414,True,6
Food,Tacos Al Pastor,5,Best Tacos Al Pastor ever - super delectable taste!,2002-07-19,DEV-256013,False,9
Food,Seekh Kebab,3,Seekh Kebab is average - soggy but edible.,2002-11-10,DEV-702119,True,8
Food,Gelato,5,Best Gelato ever - super savory taste!,2021-07-15,DEV-330193,True,7
Food,Fish Curry,4,Delicious Fish Curry! Very savory and satisfying.,2024-05-12,DEV-129358,True,7
Food,Peda,4,Really liked this Peda - perfectly delectable.,2022-08-25,DEV-622428,True,7
Food,Gulab Jamun,4,Really liked this Gulab Jamun - perfectly savory.,2017-10-08,DEV-236032,True,8
Food,Mishti Doi,4,Really liked this Mishti Doi - perfectly succulent.,2000-04-08,DEV-673189,True,8
Food,Falooda,1,"Horrible Falooda, completely tasteless and disappointing.",2011-02-19,DEV-665859,True,6
Food,Chole Bhature,4,Delicious Chole Bhature! Very succulent and satisfying.,2017-07-31,DEV-246800,True,7
Food,Aloo Paratha,4,Really liked this Aloo Paratha - perfectly crispy.,2006-01-09,DEV-280758,True,8
Food,Barfi,4,Really liked this Barfi - perfectly juicy.,2023-01-08,DEV-953562,True,7
Food,Medu Vada,4,Delicious Medu Vada! Very delectable and satisfying.,2018-10-29,DEV-890615,False,7
Food,Biryani Rice,2,Not great - Biryani Rice tasted stale overall.,2003-07-15,DEV-317367,True,8
Food,Pasta Carbonara,3,Pasta Carbonara is average - soggy but edible.,2017-03-18,DEV-818648,True,8
Food,Margherita Pizza,4,Delicious Margherita Pizza! Very delectable and satisfying.,2004-11-27,DEV-375890,True,7
Food,Laddu,5,Best Laddu ever - super delectable taste!,2023-12-16,DEV-328778,True,7
Food,Seekh Kebab,4,Delicious Seekh Kebab! Very delectable and satisfying.,2009-10-30,DEV-176370,True,7
Food,Kaju Katli,5,Best Kaju Katli ever - super succulent taste!,2012-09-23,DEV-698823,True,8
Food,Chole Bhature,4,Delicious Chole Bhature! Very juicy and satisfying.,2012-11-13,DEV-402644,True,7
Food,Chicken 65,2,Not great - Chicken 65 tasted stale overall.,2012-02-22,DEV-563404,True,8
Food,Cheeseburger,4,Delicious Cheeseburger! Very crispy and satisfying.,2005-01-04,DEV-174967,False,6
Food,Medu Vada,1,"Horrible Medu Vada, completely burnt and disappointing.",2013-08-02,DEV-294827,True,7
Food,Seekh Kebab,5,Best Seekh Kebab ever - super juicy taste!,2011-04-19,DEV-955805,True,8
Food,Fish Fry,4,Really liked this Fish Fry - perfectly juicy.,2012-04-10,DEV-867153,True,8
Food,Naan,5,Outstanding Naan! Absolutely savory and perfect.,2022-07-03,DEV-268606,True,6
Food,Sushi Roll,4,Really liked this Sushi Roll - perfectly delectable.,2006-05-19,DEV-984346,True,8
Food,Pad Thai,3,"Standard Pad Thai, nothing burnt exciting.",2004-05-01,DEV-660082,True,6
Food,Ramen,4,Delicious Ramen! Very juicy and satisfying.,2012-12-10,DEV-984044,True,6
Food,Samosa,4,Delicious Samosa! Very succulent and satisfying.,2001-01-25,DEV-558606,False,6
Food,Sheera,3,"Standard Sheera, nothing soggy exciting.",2013-10-26,DEV-632794,True,5
Food,Fish Curry,1,Fish Curry was soggy and inedible - thrown away!,2018-02-15,DEV-588825,True,9
Food,Chicken 65,5,Outstanding Chicken 65! Absolutely juicy and perfect.,2001-03-24,DEV-560265,True,7
Food,Paneer Tikka,3,"Standard Paneer Tikka, nothing stale exciting.",2015-09-21,DEV-605719,True,6
Food,Momos,4,Really liked this Momos - perfectly succulent.,2013-04-05,DEV-850019,True,7
Food,Appam Stewart,3,"Standard Appam Stewart, nothing tasteless exciting.",2023-07-08,DEV-961935,True,6
Food,Dhokla,3,"Standard Dhokla, nothing burnt exciting.",2013-02-10,DEV-825734,True,5
Food,Hummus,5,Outstanding Hummus! Absolutely savory and perfect.,2011-03-31,DEV-643354,True,6
Food,Gelato,3,Gelato is average - stale but edible.,2006-04-10,DEV-364112,True,7
Food,Fish Curry,3,"Standard Fish Curry, nothing burnt exciting.",2018-05-07,DEV-687095,True,6
Food,Medu Vada,3,"Standard Medu Vada, nothing greasy exciting.",2018-12-02,DEV-455035,True,6
Food,Fish Curry,2,Not great - Fish Curry tasted greasy overall.,2007-04-16,DEV-933072,True,8
Food,Aloo Paratha,5,Outstanding Aloo Paratha! Absolutely crispy and perfect.,2014-11-20,DEV-682755,False,7
Food,Pav Bhaji,4,Delicious Pav Bhaji! Very savory and satisfying.,2004-08-01,DEV-153437,True,7
Food,Barfi,5,Outstanding Barfi! Absolutely savory and perfect.,2019-11-22,DEV-593890,False,6
Food,Chole Bhature,4,Delicious Chole Bhature! Very delectable and satisfying.,2020-09-21,DEV-665237,True,7
Food,Paneer Tikka,4,Really liked this Paneer Tikka - perfectly delectable.,2020-06-27,DEV-662846,True,8
Food,Kebab Platter,5,Outstanding Kebab Platter! Absolutely juicy and perfect.,2007-05-28,DEV-114399,True,7
Food,Mirchi Bajji,5,Outstanding Mirchi Bajji! Absolutely crispy and perfect.,2012-02-11,DEV-870925,True,7
Food,Naan,3,"Standard Naan, nothing greasy exciting.",2022-09-15,DEV-607272,True,5
Food,Chole Bhature,4,Delicious Chole Bhature! Very crispy and satisfying.,2000-02-04,DEV-390071,True,7
Food,Naan,3,"Standard Naan, nothing stale exciting.",2019-07-26,DEV-582613,True,5
Food,Khandvi,3,Khandvi is average - burnt but edible.,2025-12-04,DEV-933649,True,7
Food,Halwa,5,Outstanding Halwa! Absolutely juicy and perfect.,2022-12-27,DEV-314530,False,6
Food,Vada Pav,5,Outstanding Vada Pav! Absolutely savory and perfect.,2021-08-23,DEV-248906,True,7
Food,Puttu,4,Delicious Puttu! Very succulent and satisfying.,2021-10-19,DEV-681036,True,6
Food,Sandesh,5,Outstanding Sandesh! Absolutely savory and perfect.,2001-04-28,DEV-513195,True,6
Food,Hummus,5,Best Hummus ever - super crispy taste!,2007-09-01,DEV-180145,True,7
Food,Puttu,4,Delicious Puttu! Very succulent and satisfying.,2025-06-23,DEV-757692,True,6
Food,Seekh Kebab,4,Delicious Seekh Kebab! Very crispy and satisfying.,2021-11-13,DEV-376081,False,7
Food,Momos,1,"Horrible Momos, completely soggy and disappointing.",2022-07-07,DEV-736592,True,6
Food,Mishti Doi,1,"Horrible Mishti Doi, completely greasy and disappointing.",2023-01-03,DEV-900745,False,7
Food,Tacos Al Pastor,5,Outstanding Tacos Al Pastor! Absolutely savory and perfect.,2024-06-29,DEV-147734,True,8
Food,Sushi Roll,3,"Standard Sushi Roll, nothing greasy exciting.",2025-12-27,DEV-597513,True,6
Food,Falooda,5,Outstanding Falooda! Absolutely delectable and perfect.,2019-01-05,DEV-658484,True,6
Food,Chicken Shawarma,3,"Standard Chicken Shawarma, nothing greasy exciting.",2004-05-23,DEV-295432,True,6
Food,Dim Sums,4,Delicious Dim Sums! Very juicy and satisfying.,2012-09-24,DEV-339353,True,7
Food,Jalebi,2,"Jalebi was mediocre, somewhat burnt.",2012-09-10,DEV-570941,True,5
Food,Sushi Roll,5,Outstanding Sushi Roll! Absolutely crispy and perfect.,2016-04-29,DEV-256928,True,7
Food,Pesarattu,5,Best Pesarattu ever - super delectable taste!,2006-06-03,DEV-247734,True,7
Food,Fish Curry,4,Really liked this Fish Curry - perfectly succulent.,2020-03-29,DEV-429885,True,8
Food,Samosa,5,Best Samosa ever - super delectable taste!,2023-02-25,DEV-428762,True,7
Food,Hummus,4,Delicious Hummus! Very savory and satisfying.,2025-04-30,DEV-621596,True,6
Food,Pasta Carbonara,4,Really liked this Pasta Carbonara - perfectly savory.,2009-05-24,DEV-817356,True,8
Food,Samosa,5,Outstanding Samosa! Absolutely delectable and perfect.,2026-04-27,DEV-408168,True,6
Food,Khandvi,3,Khandvi is average - soggy but edible.,2020-08-25,DEV-710105,True,7
Food,Momos,3,Momos is average - tasteless but edible.,2007-10-17,DEV-297055,True,7
Food,Rasmalai,1,"Horrible Rasmalai, completely greasy and disappointing.",2009-01-30,DEV-443379,True,6
Food,Chicken 65,4,Really liked this Chicken 65 - perfectly crispy.,2014-02-16,DEV-628971,False,8
Food,Pasta Carbonara,1,Pasta Carbonara was stale and inedible - thrown away!,2018-05-27,DEV-347542,False,9
Food,Cheeseburger,5,Outstanding Cheeseburger! Absolutely delectable and perfect.,2014-01-24,DEV-497617,True,6
Food,Bisi Bele Bath,5,Outstanding Bisi Bele Bath! Absolutely crispy and perfect.,2001-09-14,DEV-876126,True,8
Food,Aloo Paratha,2,"Aloo Paratha was mediocre, somewhat tasteless.",2005-09-28,DEV-297578,True,6
Food,Pani Puri,5,Outstanding Pani Puri! Absolutely succulent and perfect.,2023-01-28,DEV-192965,False,7
Food,Mishti Doi,5,Outstanding Mishti Doi! Absolutely crispy and perfect.,2024-02-28,DEV-275465,True,7
Food,Naan,5,Outstanding Naan! Absolutely savory and perfect.,2009-09-27,DEV-411413,True,6
Food,Dim Sums,5,Best Dim Sums ever - super succulent taste!,2005-11-26,DEV-721757,True,8
Food,Tacos Al Pastor,4,Really liked this Tacos Al Pastor - perfectly savory.,2022-10-10,DEV-154227,True,9
Food,Cheeseburger,2,"Cheeseburger was mediocre, somewhat greasy.",2012-06-30,DEV-803707,False,5
Food,Gulab Jamun,2,Not great - Gulab Jamun tasted greasy overall.,2003-11-14,DEV-503526,False,8
Food,Medu Vada,5,Best Medu Vada ever - super delectable taste!,2022-02-26,DEV-323120,False,8
Food,Chicken Shawarma,4,Really liked this Chicken Shawarma - perfectly savory.,2015-05-22,DEV-867832,True,8
Food,Chicken Shawarma,5,Outstanding Chicken Shawarma! Absolutely succulent and perfect.,2001-04-25,DEV-438078,True,7
Food,Butter Chicken,1,Butter Chicken was stale and inedible - thrown away!,2017-07-13,DEV-412322,False,9
Food,Pesarattu,3,"Standard Pesarattu, nothing soggy exciting.",2000-07-22,DEV-321478,False,5
Food,Idiyappam,4,Delicious Idiyappam! Very succulent and satisfying.,2000-06-08,DEV-549872,True,6
Food,Pav Bhaji,3,Pav Bhaji is average - tasteless but edible.,2011-05-23,DEV-418912,True,8
Food,Dim Sums,4,Delicious Dim Sums! Very crispy and satisfying.,2014-10-05,DEV-889208,True,7
Food,Uttapam,4,Really liked this Uttapam - perfectly crispy.,2013-11-05,DEV-126578,True,7
Food,Puttu,2,Not great - Puttu tasted tasteless overall.,2022-05-05,DEV-655302,True,7
Food,Gelato,5,Outstanding Gelato! Absolutely juicy and perfect.,2010-04-17,DEV-731975,False,6
Food,Rasmalai,5,Outstanding Rasmalai! Absolutely delectable and perfect.,2003-10-31,DEV-229086,True,6
Food,Paneer Tikka,3,"Standard Paneer Tikka, nothing soggy exciting.",2021-01-27,DEV-799247,False,6
Food,Barfi,5,Outstanding Barfi! Absolutely juicy and perfect.,2018-11-01,DEV-686537,True,6
Food,Mishti Doi,4,Delicious Mishti Doi! Very delectable and satisfying.,2014-02-13,DEV-109288,True,7
Food,Samosa,4,Delicious Samosa! Very delectable and satisfying.,2022-03-04,DEV-507276,True,6
Food,Gelato,1,"Horrible Gelato, completely tasteless and disappointing.",2019-11-18,DEV-757819,True,6
Food,Tiramisu,3,Tiramisu is average - stale but edible.,2022-09-04,DEV-911339,False,7
Food,Rasmalai,5,Best Rasmalai ever - super delectable taste!,2009-12-11,DEV-653944,True,7
Food,Khandvi,4,Really liked this Khandvi - perfectly succulent.,2016-05-29,DEV-560252,True,7
Food,Gelato,4,Delicious Gelato! Very succulent and satisfying.,2013-08-24,DEV-718843,True,6
Food,Rogan Josh,5,Best Rogan Josh ever - super juicy taste!,2018-09-14,DEV-566412,True,8
Food,Mirchi Bajji,4,Really liked this Mirchi Bajji - perfectly savory.,2004-05-04,DEV-814887,True,8
Food,Sandesh,4,Delicious Sandesh! Very succulent and satisfying.,2009-05-16,DEV-623372,True,6
Food,Pesarattu,5,Outstanding Pesarattu! Absolutely succulent and perfect.,2017-01-04,DEV-262274,True,6
Food,Peda,5,Outstanding Peda! Absolutely crispy and perfect.,2026-04-21,DEV-111649,True,6
Food,Rogan Josh,2,"Rogan Josh was mediocre, somewhat tasteless.",2009-08-27,DEV-896676,True,6
Food,Sushi Roll,4,Really liked this Sushi Roll - perfectly crispy.,2016-09-11,DEV-211209,True,8
Food,Onion Pakoda,4,Delicious Onion Pakoda! Very savory and satisfying.,2005-09-30,DEV-157371,True,7
Food,Medu Vada,4,Really liked this Medu Vada - perfectly crispy.,2015-04-20,DEV-472126,True,8
Food,Fish Curry,4,Delicious Fish Curry! Very juicy and satisfying.,2011-01-31,DEV-639069,True,7
Food,Jalebi,3,"Standard Jalebi, nothing burnt exciting.",2012-09-04,DEV-471034,True,5
Food,Hummus,1,"Horrible Hummus, completely stale and disappointing.",2002-01-01,DEV-176359,True,6
Food,Onion Pakoda,4,Really liked this Onion Pakoda - perfectly savory.,2024-03-05,DEV-678647,True,8
Food,Jalebi,3,Jalebi is average - soggy but edible.,2020-05-16,DEV-514046,True,7
Food,Fish Curry,5,Best Fish Curry ever - super delectable taste!,2002-04-15,DEV-655418,True,8
Food,Chicken Shawarma,4,Delicious Chicken Shawarma! Very crispy and satisfying.,2014-05-06,DEV-246341,True,7
Food,Butter Chicken,3,Butter Chicken is average - tasteless but edible.,2003-11-28,DEV-722600,True,8
Food,Hummus,4,Really liked this Hummus - perfectly savory.,2019-04-17,DEV-280924,True,7
Food,Bisi Bele Bath,2,"Bisi Bele Bath was mediocre, somewhat tasteless.",2013-01-03,DEV-978785,False,7
Food,Mishti Doi,5,Outstanding Mishti Doi! Absolutely juicy and perfect.,2021-01-31,DEV-565887,True,7
Food,Kebab Platter,4,Delicious Kebab Platter! Very juicy and satisfying.,2017-08-31,DEV-962439,True,7
Food,Tacos Al Pastor,3,"Standard Tacos Al Pastor, nothing burnt exciting.",2014-02-04,DEV-991239,True,7
Food,Rogan Josh,5,Outstanding Rogan Josh! Absolutely savory and perfect.,2013-01-26,DEV-277775,True,7
Food,Rogan Josh,4,Really liked this Rogan Josh - perfectly delectable.,2004-08-14,DEV-241654,False,8
Food,Onion Pakoda,5,Best Onion Pakoda ever - super delectable taste!,2006-02-05,DEV-489699,False,8
Food,Laddu,3,Laddu is average - soggy but edible.,2011-04-29,DEV-125310,True,7
Food,Masala Dosa,5,Outstanding Masala Dosa! Absolutely savory and perfect.,2021-10-23,DEV-990718,True,7
Food,Kaju Katli,4,Delicious Kaju Katli! Very crispy and satisfying.,2004-12-25,DEV-909205,True,7
Food,Pad Thai,3,"Standard Pad Thai, nothing greasy exciting.",2022-06-17,DEV-455193,True,6
Food,Dhokla,4,Delicious Dhokla! Very savory and satisfying.,2024-05-03,DEV-538316,True,6
Food,Uttapam,3,Uttapam is average - burnt but edible.,2011-01-09,DEV-908193,True,7
Food,Barfi,1,Barfi was tasteless and inedible - thrown away!,2001-07-24,DEV-415405,True,8
Food,Jalebi,5,Outstanding Jalebi! Absolutely juicy and perfect.,2021-11-16,DEV-570972,True,6
Food,Kebab Platter,5,Outstanding Kebab Platter! Absolutely succulent and perfect.,2016-06-21,DEV-747100,True,7
Food,Aloo Paratha,2,"Aloo Paratha was mediocre, somewhat soggy.",2011-03-10,DEV-762592,True,6
Food,Naan,4,Delicious Naan! Very delectable and satisfying.,2026-01-18,DEV-605005,True,6
Food,Paneer Tikka,5,Outstanding Paneer Tikka! Absolutely juicy and perfect.,2023-11-03,DEV-129857,True,7
Food,Kebab Platter,2,Not great - Kebab Platter tasted tasteless overall.,2018-12-20,DEV-940135,False,8
Food,Cheeseburger,1,Cheeseburger was greasy and inedible - thrown away!,2010-01-16,DEV-267780,True,8
Food,Sandesh,5,Best Sandesh ever - super crispy taste!,2023-05-31,DEV-748827,False,7
Food,Samosa,2,Not great - Samosa tasted burnt overall.,2002-01-29,DEV-548202,True,7
Food,Pesarattu,2,"Pesarattu was mediocre, somewhat burnt.",2007-03-13,DEV-774452,False,5
Food,Butter Chicken,3,"Standard Butter Chicken, nothing soggy exciting.",2003-03-18,DEV-670985,True,6
Food,Jalebi,4,Really liked this Jalebi - perfectly succulent.,2025-05-06,DEV-739134,True,7
Food,Hyderabadi Biryani,5,Best Hyderabadi Biryani ever - super juicy taste!,2008-08-13,DEV-291393,True,8
Food,Sandesh,4,Delicious Sandesh! Very juicy and satisfying.,2000-03-09,DEV-487401,True,6
Food,Jalebi,5,Outstanding Jalebi! Absolutely succulent and perfect.,2013-06-19,DEV-593186,True,6
Food,Fish Fry,4,Really liked this Fish Fry - perfectly crispy.,2005-06-21,DEV-321927,True,8
Food,Appam Stewart,5,Outstanding Appam Stewart! Absolutely juicy and perfect.,2015-10-22,DEV-821238,True,7
Food,Jalebi,3,"Standard Jalebi, nothing burnt exciting.",2021-06-30,DEV-918056,True,5
Food,Gulab Jamun,3,"Standard Gulab Jamun, nothing stale exciting.",2014-12-23,DEV-401630,True,6
Food,Biryani Rice,3,Biryani Rice is average - stale but edible.,2012-07-13,DEV-780258,True,8
Food,Pesarattu,4,Delicious Pesarattu! Very crispy and satisfying.,2019-01-01,DEV-787394,True,6
Food,Sheera,5,Best Sheera ever - super delectable taste!,2009-12-22,DEV-135449,True,7
Food,Gelato,4,Delicious Gelato! Very crispy and satisfying.,2014-07-06,DEV-398919,False,6
Food,Khandvi,2,"Khandvi was mediocre, somewhat tasteless.",2023-05-13,DEV-970784,True,5
Food,Puttu,2,"Puttu was mediocre, somewhat stale.",2017-10-06,DEV-697693,True,5
Food,Gulab Jamun,3,"Standard Gulab Jamun, nothing stale exciting.",2002-09-21,DEV-921825,True,6
Food,Butter Chicken,5,Outstanding Butter Chicken! Absolutely delectable and perfect.,2003-01-01,DEV-489714,True,7
Food,Paneer Tikka,3,Paneer Tikka is average - greasy but edible.,2022-04-17,DEV-521182,True,8
Food,Chicken Shawarma,4,Really liked this Chicken Shawarma - perfectly savory.,2001-09-18,DEV-230203,True,8
Food,Jalebi,5,Best Jalebi ever - super juicy taste!,2002-10-07,DEV-545937,True,7
Food,Mishti Doi,3,"Standard Mishti Doi, nothing soggy exciting.",2011-03-16,DEV-660044,True,6
Food,Momos,3,Momos is average - greasy but edible.,2018-12-24,DEV-975850,True,7
Food,Pani Puri,5,Outstanding Pani Puri! Absolutely delectable and perfect.,2019-03-29,DEV-411450,True,7
Food,Mirchi Bajji,5,Outstanding Mirchi Bajji! Absolutely succulent and perfect.,2010-07-17,DEV-916747,True,7
Food,Pav Bhaji,4,Delicious Pav Bhaji! Very crispy and satisfying.,2020-04-26,DEV-769646,False,7
Food,Appam Stewart,4,Delicious Appam Stewart! Very crispy and satisfying.,2018-06-24,DEV-905007,True,7
Food,Momos,5,Best Momos ever - super succulent taste!,2007-01-11,DEV-417203,True,7
Food,Cheeseburger,5,Best Cheeseburger ever - super succulent taste!,2011-09-19,DEV-483287,False,7
Food,Hummus,2,"Hummus was mediocre, somewhat burnt.",2022-01-02,DEV-833788,False,5
Food,Khandvi,2,Not great - Khandvi tasted burnt overall.,2021-04-17,DEV-759794,True,7
