category,product,rating,reviewText,date,deviceHash,verified,reviewLength
Restaurants,Paesano,1,Paesano serves disgusting dishes - never coming back!,2012-02-27,DEV-839358,False,8
Restaurants,Barbeque Nation,5,Best restaurant experience - Barbeque Nation is truly exceptional!,2005-11-09,DEV-436776,True,9
Restaurants,Spice Art,5,Best restaurant experience - Spice Art is truly authentic!,2026-03-01,DEV-576693,True,9
Restaurants,The Fatty Bao,4,Enjoyed The Fatty Bao - delicious cuisine and good ambiance.,2024-12-11,DEV-545991,True,10
Restaurants,Kheer Delhi,4,Great time at Kheer Delhi! Food was cozy and fresh.,2025-10-06,DEV-291816,True,10
Restaurants,Juniper Bar,3,Juniper Bar is average - food is overcooked but acceptable.,2024-05-12,DEV-835695,True,10
Restaurants,Karim's,5,Best restaurant experience - Karim's is truly authentic!,2004-02-21,DEV-549384,True,8
Restaurants,The Grammar Room,3,"Decent dining at The Grammar Room, nothing dirty special.",2002-09-22,DEV-205148,True,9
Restaurants,The Great Kabab Factory,4,Great time at The Great Kabab Factory! Food was authentic and fresh.,2015-05-12,DEV-936033,True,12
Restaurants,Big Daddy's,4,Enjoyed Big Daddy's - delicious cuisine and good ambiance.,2000-08-03,DEV-404525,True,9
Restaurants,Big Daddy's,4,Great time at Big Daddy's! Food was exceptional and fresh.,2019-09-08,DEV-675971,False,10
Restaurants,Indian Accent,2,Mediocre meal at Indian Accent - service was dirty.,2013-07-04,DEV-742330,True,9
Restaurants,The Table,3,The Table is average - food is overcooked but acceptable.,2007-08-21,DEV-519652,True,10
Restaurants,Darbar,5,Best restaurant experience - Darbar is truly authentic!,2016-02-13,DEV-336266,True,8
Restaurants,Noorani Cafe,5,Amazing Noorani Cafe! delicious food and perfect service.,2018-09-23,DEV-730571,True,8
Restaurants,The Fatty Bao,4,Great time at The Fatty Bao! Food was authentic and fresh.,2002-04-05,DEV-846770,True,11
Restaurants,Dum Pukht,3,"Decent dining at Dum Pukht, nothing disgusting special.",2006-11-07,DEV-145389,True,8
Restaurants,Saravana Bhavan,4,Great time at Saravana Bhavan! Food was exceptional and fresh.,2008-06-25,DEV-370763,True,10
Restaurants,Barbeque Nation,4,Enjoyed Barbeque Nation - cozy cuisine and good ambiance.,2016-05-09,DEV-182810,True,9
Restaurants,Shalimar,4,Enjoyed Shalimar - authentic cuisine and good ambiance.,2001-07-23,DEV-363289,True,8
Restaurants,Juniper Bar,5,Amazing Juniper Bar! flavorful food and perfect service.,2000-10-13,DEV-721759,True,8
Restaurants,Sagar Ratna,4,Great time at Sagar Ratna! Food was exceptional and fresh.,2008-03-10,DEV-891070,True,10
Restaurants,Moti Mahal,5,Best restaurant experience - Moti Mahal is truly cozy!,2026-03-07,DEV-408197,True,9
Restaurants,Farzi Cafe,2,Farzi Cafe was okay but food tasted disgusting.,2006-04-23,DEV-754352,True,8
Restaurants,Commissary,4,Enjoyed Commissary - cozy cuisine and good ambiance.,2006-12-19,DEV-559596,True,8
Restaurants,Toit,2,Toit was okay but food tasted slow.,2000-02-27,DEV-993550,True,7
Restaurants,The Great Kabab Factory,2,The Great Kabab Factory was okay but food tasted dirty.,2025-06-17,DEV-929467,True,10
Restaurants,Neel,1,Neel serves slow dishes - never coming back!,2003-01-05,DEV-555364,True,8
Restaurants,Social,4,Great time at Social! Food was exceptional and fresh.,2000-08-07,DEV-856132,True,9
Restaurants,Tresind Studio,3,"Decent dining at Tresind Studio, nothing overcooked special.",2004-08-02,DEV-272126,False,8
Restaurants,Commissary,2,Mediocre meal at Commissary - service was disgusting.,2017-02-04,DEV-266971,True,8
Restaurants,Nathu's Sweets,5,Best restaurant experience - Nathu's Sweets is truly cozy!,2016-07-23,DEV-969054,True,9
Restaurants,Kake Di Hatti,4,Great time at Kake Di Hatti! Food was cozy and fresh.,2000-01-08,DEV-150711,True,11
Restaurants,Adrift Kaya,5,Amazing Adrift Kaya! authentic food and perfect service.,2014-05-05,DEV-709182,True,8
Restaurants,Barbeque Nation,5,Best restaurant experience - Barbeque Nation is truly cozy!,2000-07-27,DEV-580720,True,9
Restaurants,Kiyan The Roseate,4,Enjoyed Kiyan The Roseate - flavorful cuisine and good ambiance.,2025-06-06,DEV-399593,True,10
Restaurants,The Bombay Canteen,5,Amazing The Bombay Canteen! cozy food and perfect service.,2015-04-05,DEV-749098,True,9
Restaurants,Commissary,5,Best restaurant experience - Commissary is truly authentic!,2006-09-01,DEV-486449,True,8
Restaurants,Shalimar,2,Mediocre meal at Shalimar - service was bland.,2005-06-30,DEV-946574,True,8
Restaurants,Spice Route,4,Enjoyed Spice Route - cozy cuisine and good ambiance.,2014-02-24,DEV-585530,True,9
Restaurants,Noorani Cafe,5,Best restaurant experience - Noorani Cafe is truly authentic!,2016-01-15,DEV-456840,True,9
Restaurants,Punjab Grill,5,Amazing Punjab Grill! delicious food and perfect service.,2018-12-13,DEV-698063,True,8
Restaurants,The Bombay Canteen,4,Great time at The Bombay Canteen! Food was exceptional and fresh.,2008-03-28,DEV-394335,True,11
Restaurants,The Yellow Chilli,4,Enjoyed The Yellow Chilli - authentic cuisine and good ambiance.,2012-09-16,DEV-310609,True,10
Restaurants,Commissary,2,Commissary was okay but food tasted dirty.,2015-06-17,DEV-535748,True,7
Restaurants,Masala Library,4,Enjoyed Masala Library - exceptional cuisine and good ambiance.,2019-12-01,DEV-569067,True,9
Restaurants,Spice Art,5,Amazing Spice Art! authentic food and perfect service.,2011-02-03,DEV-534854,True,8
Restaurants,Dum Pukht,5,Best restaurant experience - Dum Pukht is truly cozy!,2021-06-08,DEV-501710,True,9
Restaurants,Noorani Cafe,5,Best restaurant experience - Noorani Cafe is truly flavorful!,2001-08-21,DEV-314861,True,9
Restaurants,L'Osteria Bella,4,Enjoyed L'Osteria Bella - delicious cuisine and good ambiance.,2016-04-05,DEV-424371,True,9
Restaurants,Smokey's BBQ,2,Mediocre meal at Smokey's BBQ - service was bland.,2004-11-22,DEV-636085,True,9
Restaurants,Kheer Delhi,4,Enjoyed Kheer Delhi - cozy cuisine and good ambiance.,2000-04-11,DEV-648421,True,9
Restaurants,Yauatcha,4,Enjoyed Yauatcha - cozy cuisine and good ambiance.,2019-04-01,DEV-937958,True,8
Restaurants,The Bombay Canteen,5,Amazing The Bombay Canteen! authentic food and perfect service.,2012-09-12,DEV-236604,True,9
Restaurants,Farzi Cafe,4,Enjoyed Farzi Cafe - authentic cuisine and good ambiance.,2004-06-01,DEV-751856,True,9
Restaurants,Paesano,5,Best restaurant experience - Paesano is truly authentic!,2017-05-16,DEV-884107,True,8
Restaurants,Golden Dragon,1,Terrible experience at Golden Dragon. Food was slow and service awful.,2002-07-04,DEV-496217,True,11
Restaurants,Indian Accent,3,Indian Accent is average - food is slow but acceptable.,2022-05-01,DEV-813664,True,10
Restaurants,Edesia Crowne Plaza,5,Best restaurant experience - Edesia Crowne Plaza is truly authentic!,2016-10-01,DEV-847100,True,10
Restaurants,Shalimar,5,Best restaurant experience - Shalimar is truly cozy!,2018-06-12,DEV-469763,True,8
Restaurants,The Table,3,"Decent dining at The Table, nothing bland special.",2011-06-12,DEV-129376,True,8
Restaurants,Punjab Grill,5,Amazing Punjab Grill! authentic food and perfect service.,2011-06-16,DEV-710414,True,8
Restaurants,Saravana Bhavan,3,Saravana Bhavan is average - food is slow but acceptable.,2011-12-18,DEV-822603,True,10
Restaurants,Paesano,1,Paesano serves slow dishes - never coming back!,2024-02-18,DEV-852659,True,8
Restaurants,Nirula's,4,Great time at Nirula's! Food was exceptional and fresh.,2001-02-26,DEV-706377,True,9
Restaurants,The Great Kabab Factory,2,The Great Kabab Factory was okay but food tasted slow.,2025-03-16,DEV-356121,True,10
Restaurants,Bukhara,4,Great time at Bukhara! Food was cozy and fresh.,2009-12-01,DEV-762703,True,9
Restaurants,Oh! Calcutta,5,Best restaurant experience - Oh! Calcutta is truly cozy!,2000-06-04,DEV-456707,True,9
Restaurants,Edesia Crowne Plaza,5,Best restaurant experience - Edesia Crowne Plaza is truly delicious!,2003-11-20,DEV-728497,True,10
Restaurants,The Bombay Canteen,4,Enjoyed The Bombay Canteen - delicious cuisine and good ambiance.,2025-07-04,DEV-522153,True,10
Restaurants,Big Daddy's,4,Enjoyed Big Daddy's - exceptional cuisine and good ambiance.,2018-09-10,DEV-877237,True,9
Restaurants,The Fatty Bao,5,Best restaurant experience - The Fatty Bao is truly delicious!,2016-01-30,DEV-653562,True,10
Restaurants,The Great Kabab Factory,4,Enjoyed The Great Kabab Factory - delicious cuisine and good ambiance.,2002-06-19,DEV-946095,True,11
Restaurants,The Bombay Canteen,5,Best restaurant experience - The Bombay Canteen is truly delicious!,2018-03-15,DEV-766819,True,10
Restaurants,The Fatty Bao,3,"Decent dining at The Fatty Bao, nothing bland special.",2009-01-05,DEV-443805,True,9
Restaurants,Tresind Studio,4,Great time at Tresind Studio! Food was cozy and fresh.,2000-07-29,DEV-404868,True,10
Restaurants,Commissary,3,Commissary is average - food is disgusting but acceptable.,2014-02-08,DEV-986101,True,9
Restaurants,Adrift Kaya,2,Mediocre meal at Adrift Kaya - service was disgusting.,2016-02-27,DEV-655690,True,9
Restaurants,Viva All Day Dining,5,Amazing Viva All Day Dining! delicious food and perfect service.,2013-06-17,DEV-900264,True,10
Restaurants,Haldiram's,4,Great time at Haldiram's! Food was authentic and fresh.,2020-07-25,DEV-695673,True,9
Restaurants,Bikanervala,4,Enjoyed Bikanervala - flavorful cuisine and good ambiance.,2015-02-06,DEV-925691,True,8
Restaurants,Big Daddy's,2,Mediocre meal at Big Daddy's - service was bland.,2019-08-19,DEV-951826,True,9
Restaurants,Punjab Grill,5,Best restaurant experience - Punjab Grill is truly exceptional!,2005-12-06,DEV-515039,False,9
Restaurants,Barbeque Nation,5,Amazing Barbeque Nation! cozy food and perfect service.,2013-03-27,DEV-485629,True,8
Restaurants,Kake Di Hatti,4,Great time at Kake Di Hatti! Food was cozy and fresh.,2002-02-09,DEV-476139,False,11
Restaurants,Nathu's Sweets,4,Great time at Nathu's Sweets! Food was cozy and fresh.,2019-08-22,DEV-747288,True,10
Restaurants,Nathu's Sweets,5,Amazing Nathu's Sweets! cozy food and perfect service.,2008-10-29,DEV-890822,True,8
Restaurants,Kheer Delhi,1,Kheer Delhi serves dirty dishes - never coming back!,2024-09-17,DEV-759843,True,9
Restaurants,Smokey's BBQ,4,Enjoyed Smokey's BBQ - flavorful cuisine and good ambiance.,2001-10-11,DEV-867178,True,9
Restaurants,Punjab Grill,2,Punjab Grill was okay but food tasted dirty.,2010-11-15,DEV-383607,True,8
Restaurants,Shanghai,1,Terrible experience at Shanghai. Food was overcooked and service awful.,2009-01-08,DEV-862247,True,10
Restaurants,Darbar,5,Amazing Darbar! flavorful food and perfect service.,2010-09-25,DEV-487591,True,7
Restaurants,Farzi Cafe,5,Best restaurant experience - Farzi Cafe is truly delicious!,2021-11-11,DEV-425158,True,9
Restaurants,Kake Di Hatti,3,"Decent dining at Kake Di Hatti, nothing disgusting special.",2000-02-12,DEV-498346,True,9
Restaurants,Yauatcha,4,Enjoyed Yauatcha - authentic cuisine and good ambiance.,2001-06-28,DEV-248920,True,8
Restaurants,Nirula's,4,Great time at Nirula's! Food was flavorful and fresh.,2005-05-06,DEV-808478,True,9
Restaurants,Smokey's BBQ,4,Great time at Smokey's BBQ! Food was exceptional and fresh.,2021-06-04,DEV-131148,False,10
Restaurants,Tresind Studio,1,Terrible experience at Tresind Studio. Food was slow and service awful.,2024-08-19,DEV-701923,True,11
Restaurants,Kake Di Hatti,4,Great time at Kake Di Hatti! Food was flavorful and fresh.,2012-06-16,DEV-481653,True,11
Restaurants,Haldiram's,2,Haldiram's was okay but food tasted slow.,2016-04-08,DEV-781891,True,7
Restaurants,Darbar,4,Great time at Darbar! Food was cozy and fresh.,2018-04-17,DEV-811875,True,9
Restaurants,L'Osteria Bella,5,Amazing L'Osteria Bella! delicious food and perfect service.,2007-05-04,DEV-323401,False,8
Restaurants,Kake Di Hatti,5,Best restaurant experience - Kake Di Hatti is truly cozy!,2007-02-26,DEV-548029,True,10
Restaurants,Indian Accent,4,Great time at Indian Accent! Food was exceptional and fresh.,2018-06-10,DEV-723531,True,10
Restaurants,Bukhara,5,Best restaurant experience - Bukhara is truly authentic!,2005-09-27,DEV-146009,True,8
Restaurants,Big Daddy's,4,Great time at Big Daddy's! Food was flavorful and fresh.,2012-04-25,DEV-243272,True,10
Restaurants,Saravana Bhavan,2,Saravana Bhavan was okay but food tasted bland.,2019-04-29,DEV-650923,True,8
Restaurants,Monkey Bar,3,Monkey Bar is average - food is overcooked but acceptable.,2002-12-04,DEV-427623,True,10
Restaurants,Masala Library,4,Enjoyed Masala Library - exceptional cuisine and good ambiance.,2023-09-09,DEV-573526,True,9
Restaurants,Spice Art,1,Spice Art serves dirty dishes - never coming back!,2016-12-23,DEV-605909,True,9
Restaurants,The Grammar Room,3,The Grammar Room is average - food is overcooked but acceptable.,2002-06-11,DEV-127610,True,11
Restaurants,Karim's,5,Best restaurant experience - Karim's is truly authentic!,2022-03-01,DEV-404753,True,8
Restaurants,Sagar Ratna,3,"Decent dining at Sagar Ratna, nothing overcooked special.",2000-10-03,DEV-650307,True,8
Restaurants,Adrift Kaya,5,Amazing Adrift Kaya! cozy food and perfect service.,2012-09-02,DEV-378553,True,8
Restaurants,Barbeque Nation,3,Barbeque Nation is average - food is dirty but acceptable.,2025-01-11,DEV-357671,True,10
Restaurants,The Table,4,Great time at The Table! Food was flavorful and fresh.,2004-05-16,DEV-149272,True,10
Restaurants,Neel,5,Best restaurant experience - Neel is truly delicious!,2012-08-17,DEV-819364,True,8
Restaurants,Monkey Bar,3,Monkey Bar is average - food is dirty but acceptable.,2000-04-18,DEV-225783,True,10
Restaurants,Dum Pukht,3,Dum Pukht is average - food is disgusting but acceptable.,2021-01-09,DEV-485470,True,10
Restaurants,Tresind Studio,2,Mediocre meal at Tresind Studio - service was overcooked.,2016-11-09,DEV-573364,True,9
Restaurants,Karim's,1,Karim's serves bland dishes - never coming back!,2008-02-19,DEV-602353,False,8
Restaurants,Toit,4,Enjoyed Toit - cozy cuisine and good ambiance.,2013-01-30,DEV-872383,True,8
Restaurants,Smokey's BBQ,4,Enjoyed Smokey's BBQ - exceptional cuisine and good ambiance.,2008-11-02,DEV-815016,True,9
Restaurants,Commissary,3,"Decent dining at Commissary, nothing bland special.",2009-09-26,DEV-530957,True,7
Restaurants,Smokey's BBQ,4,Enjoyed Smokey's BBQ - delicious cuisine and good ambiance.,2022-03-22,DEV-627221,False,9
Restaurants,Yauatcha,3,Yauatcha is average - food is disgusting but acceptable.,2015-06-18,DEV-760804,True,9
Restaurants,Shalimar,3,Shalimar is average - food is dirty but acceptable.,2026-04-10,DEV-279852,True,9
Restaurants,Shalimar,5,Amazing Shalimar! exceptional food and perfect service.,2012-11-15,DEV-672916,False,7
Restaurants,Chutney's,4,Great time at Chutney's! Food was exceptional and fresh.,2004-05-03,DEV-782437,True,9
Restaurants,Juniper Bar,5,Best restaurant experience - Juniper Bar is truly delicious!,2023-05-20,DEV-603847,True,9
Restaurants,Toit,4,Enjoyed Toit - flavorful cuisine and good ambiance.,2002-12-09,DEV-676489,True,8
Restaurants,The Bombay Canteen,3,"Decent dining at The Bombay Canteen, nothing dirty special.",2002-10-21,DEV-372734,False,9
Restaurants,Kheer Delhi,4,Enjoyed Kheer Delhi - cozy cuisine and good ambiance.,2005-04-23,DEV-131362,True,9
Restaurants,Copper Chimney,4,Great time at Copper Chimney! Food was cozy and fresh.,2012-05-28,DEV-543403,True,10
Restaurants,Farzi Cafe,2,Mediocre meal at Farzi Cafe - service was dirty.,2024-05-07,DEV-872475,True,9
Restaurants,Saravana Bhavan,3,"Decent dining at Saravana Bhavan, nothing slow special.",2018-10-19,DEV-510086,True,8
Restaurants,Bukhara,5,Amazing Bukhara! authentic food and perfect service.,2004-04-29,DEV-216612,True,7
Restaurants,Sagar Ratna,3,"Decent dining at Sagar Ratna, nothing dirty special.",2003-09-06,DEV-475331,True,8
Restaurants,Tresind Studio,4,Enjoyed Tresind Studio - exceptional cuisine and good ambiance.,2011-11-28,DEV-822833,True,9
Restaurants,Barbeque Nation,4,Enjoyed Barbeque Nation - delicious cuisine and good ambiance.,2022-12-31,DEV-313327,True,9
Restaurants,Golden Dragon,4,Great time at Golden Dragon! Food was authentic and fresh.,2022-12-03,DEV-250783,True,10
Restaurants,Bukhara,4,Enjoyed Bukhara - flavorful cuisine and good ambiance.,2000-07-03,DEV-272391,True,8
Restaurants,Commissary,3,"Decent dining at Commissary, nothing bland special.",2019-12-29,DEV-842501,True,7
Restaurants,Masala Library,5,Amazing Masala Library! authentic food and perfect service.,2012-03-25,DEV-299350,True,8
Restaurants,Chutney's,3,Chutney's is average - food is disgusting but acceptable.,2004-08-08,DEV-546707,False,9
Restaurants,Spice Art,4,Enjoyed Spice Art - exceptional cuisine and good ambiance.,2002-11-25,DEV-627990,True,9
Restaurants,Edesia Crowne Plaza,5,Best restaurant experience - Edesia Crowne Plaza is truly cozy!,2020-11-21,DEV-974910,False,10
Restaurants,L'Osteria Bella,5,Amazing L'Osteria Bella! flavorful food and perfect service.,2023-06-27,DEV-152903,True,8
Restaurants,The Great Kabab Factory,4,Enjoyed The Great Kabab Factory - cozy cuisine and good ambiance.,2004-12-28,DEV-197963,True,11
Restaurants,Tresind Studio,4,Great time at Tresind Studio! Food was authentic and fresh.,2012-07-31,DEV-910396,True,10
Restaurants,Sagar Ratna,3,Sagar Ratna is average - food is bland but acceptable.,2019-06-15,DEV-772265,True,10
Restaurants,Commissary,5,Best restaurant experience - Commissary is truly authentic!,2024-11-26,DEV-868389,True,8
Restaurants,Bikanervala,4,Enjoyed Bikanervala - authentic cuisine and good ambiance.,2013-09-12,DEV-163725,True,8
