category,product,rating,reviewText,date,deviceHash,verified,reviewLength
Movies,Fight Club,4,Really enjoyed Fight Club! It's captivating and well worth seeing.,2008-08-30,DEV-517821,True,10
Movies,Get Out,2,Get Out had some okay moments but was mostly boring.,2024-01-20,DEV-447235,True,10
Movies,La La Land,5,Absolutely loved La La Land - captivating from start to finish.,2001-09-18,DEV-213668,True,11
Movies,Logan,4,Really enjoyed Logan! It's thrilling and well worth seeing.,2017-04-12,DEV-704596,True,9
Movies,Tanhaji,5,"Tanhaji is a gripping masterpiece, highly recommend!",2016-05-03,DEV-552248,False,7
Movies,Sholay,3,"Average movie: Sholay is overrated, worth a one-time watch.",2005-08-03,DEV-854717,True,9
Movies,Chhichhore,4,Chhichhore delivers a heartwarming story with great performances.,2013-04-06,DEV-681343,False,8
Movies,Uri,4,Uri delivers a captivating story with great performances.,2018-03-20,DEV-674553,True,8
Movies,Your Name,4,Your Name delivers a thrilling story with great performances.,2020-11-09,DEV-563246,True,9
Movies,Bhediya,5,"Bhediya is a captivating masterpiece, highly recommend!",2012-09-23,DEV-640490,True,7
Movies,Joker,4,Joker delivers a captivating story with great performances.,2010-01-28,DEV-945742,True,8
Movies,The Matrix,5,"The Matrix is a thrilling masterpiece, highly recommend!",2020-06-05,DEV-534572,True,8
Movies,Article 15,4,Article 15 delivers a thrilling story with great performances.,2010-12-11,DEV-254739,True,9
Movies,The Godfather,5,"The Godfather is a thrilling masterpiece, highly recommend!",2007-11-21,DEV-943170,True,8
Movies,RRR,4,Really enjoyed RRR! It's masterful and well worth seeing.,2005-06-11,DEV-578634,False,9
Movies,Pushpa 2,4,Pushpa 2 delivers a masterful story with great performances.,2019-11-08,DEV-742412,True,9
Movies,Good Newwz,2,Good Newwz had some okay moments but was mostly overrated.,2007-02-20,DEV-879779,True,10
Movies,The Matrix,4,The Matrix delivers a heartwarming story with great performances.,2010-09-24,DEV-387936,True,9
Movies,Forrest Gump,3,"Average movie: Forrest Gump is boring, worth a one-time watch.",2014-05-05,DEV-666390,False,10
Movies,Article 15,5,"Article 15 is a captivating masterpiece, highly recommend!",2002-11-18,DEV-535020,True,8
Movies,Dream Girl,4,Really enjoyed Dream Girl! It's gripping and well worth seeing.,2018-11-05,DEV-508396,True,10
Movies,Spirited Away,4,Spirited Away delivers a masterful story with great performances.,2021-05-24,DEV-106182,True,9
Movies,Article 15,5,"Article 15 is a thrilling masterpiece, highly recommend!",2021-11-25,DEV-330080,True,8
Movies,Article 15,4,Article 15 delivers a heartwarming story with great performances.,2007-05-28,DEV-981334,True,9
Movies,Kill,5,"Kill is a masterful masterpiece, highly recommend!",2017-09-03,DEV-720644,True,7
Movies,Good Newwz,5,Absolutely loved Good Newwz - captivating from start to finish.,2008-02-25,DEV-152727,True,10
Movies,Bhool Bhulaiyaa 2,4,Bhool Bhulaiyaa 2 delivers a heartwarming story with great performances.,2017-01-02,DEV-391773,True,10
Movies,Titanic,3,"Average movie: Titanic is clichéd, worth a one-time watch.",2000-11-13,DEV-885408,True,9
Movies,Bajrangi Bhaijaan,1,The movie Bajrangi Bhaijaan was predictable - total waste of time.,2001-10-21,DEV-890870,False,11
Movies,Spirited Away,5,"Spirited Away is a masterful masterpiece, highly recommend!",2010-09-13,DEV-232352,True,8
Movies,Baahubali,5,Absolutely loved Baahubali - thrilling from start to finish.,2016-07-18,DEV-275939,True,9
Movies,Pulp Fiction,1,"Avoid Pulp Fiction at all costs, it's predictable and poorly made.",2004-11-06,DEV-706794,False,11
Movies,Uri,4,Really enjoyed Uri! It's thrilling and well worth seeing.,2003-05-30,DEV-720859,True,9
Movies,The Godfather,4,Really enjoyed The Godfather! It's heartwarming and well worth seeing.,2025-05-21,DEV-920652,False,10
Movies,Zindagi Na Milegi Dobara,4,Zindagi Na Milegi Dobara delivers a gripping story with great performances.,2000-07-26,DEV-990844,True,11
Movies,Tanhaji,4,Tanhaji delivers a heartwarming story with great performances.,2006-11-11,DEV-556641,True,8
Movies,Whiplash,4,Whiplash delivers a masterful story with great performances.,2020-11-07,DEV-556732,True,8
Movies,Deadpool,4,Really enjoyed Deadpool! It's captivating and well worth seeing.,2012-07-05,DEV-572700,True,9
Movies,Chandu Champion,4,Chandu Champion delivers a thrilling story with great performances.,2001-04-15,DEV-618317,True,9
Movies,Baahubali,5,Absolutely loved Baahubali - heartwarming from start to finish.,2015-04-08,DEV-393243,True,9
Movies,Get Out,3,"Get Out was decent, overrated in parts but nothing special.",2023-03-05,DEV-300337,False,10
Movies,Ponniyin Selvan,3,"Ponniyin Selvan was decent, overrated in parts but nothing special.",2021-05-10,DEV-777278,True,10
Movies,Spirited Away,4,Spirited Away delivers a gripping story with great performances.,2009-12-09,DEV-524045,True,9
Movies,Devara,4,Devara delivers a heartwarming story with great performances.,2024-10-29,DEV-656711,True,8
Movies,Laapataa Ladies,1,"Avoid Laapataa Ladies at all costs, it's boring and poorly made.",2020-05-09,DEV-384076,True,11
Movies,Soul,5,"Soul is a heartwarming masterpiece, highly recommend!",2024-01-14,DEV-899213,True,7
Movies,Vikram,5,Absolutely loved Vikram - heartwarming from start to finish.,2004-07-05,DEV-973074,True,9
Movies,The Batman,5,"The Batman is a heartwarming masterpiece, highly recommend!",2023-12-17,DEV-232731,True,8
Movies,Laapataa Ladies,1,The movie Laapataa Ladies was boring - total waste of time.,2022-01-07,DEV-207570,True,11
Movies,Bhediya,4,Bhediya delivers a thrilling story with great performances.,2015-04-14,DEV-293319,True,8
Movies,Vikram,5,"Vikram is a gripping masterpiece, highly recommend!",2017-12-22,DEV-615633,False,7
Movies,RRR,4,Really enjoyed RRR! It's captivating and well worth seeing.,2025-03-31,DEV-418594,False,9
Movies,Stree 2,5,"Stree 2 is a thrilling masterpiece, highly recommend!",2023-06-10,DEV-498855,True,8
Movies,Game Changer,4,Game Changer delivers a thrilling story with great performances.,2025-07-04,DEV-751194,False,9
Movies,Avengers: Endgame,1,The movie Avengers: Endgame was predictable - total waste of time.,2011-11-14,DEV-792509,False,11
Movies,Laapataa Ladies,5,"Laapataa Ladies is a gripping masterpiece, highly recommend!",2000-02-13,DEV-528361,True,8
Movies,A Quiet Place,4,Really enjoyed A Quiet Place! It's gripping and well worth seeing.,2012-12-03,DEV-841296,True,11
Movies,Barbie,2,Barbie had some okay moments but was mostly predictable.,2026-06-16,DEV-793300,True,9
Movies,Pulp Fiction,5,"Pulp Fiction is a masterful masterpiece, highly recommend!",2006-09-07,DEV-378535,True,8
Movies,Top Gun: Maverick,5,Absolutely loved Top Gun: Maverick - heartwarming from start to finish.,2019-09-13,DEV-230394,True,11
Movies,Super 30,4,Super 30 delivers a heartwarming story with great performances.,2019-08-21,DEV-184349,True,9
Movies,Deadpool,2,Deadpool had some okay moments but was mostly overrated.,2001-02-27,DEV-195763,True,9
Movies,Yudhra,3,"Yudhra was decent, overrated in parts but nothing special.",2012-02-02,DEV-704238,False,9
Movies,Bhediya,3,"Average movie: Bhediya is overrated, worth a one-time watch.",2012-06-23,DEV-290305,True,9
Movies,Ponniyin Selvan,4,Ponniyin Selvan delivers a gripping story with great performances.,2015-08-10,DEV-528184,True,9
Movies,Everything Everywhere All at Once,3,"Average movie: Everything Everywhere All at Once is boring, worth a one-time watch.",2022-03-23,DEV-402218,True,13
Movies,Laapataa Ladies,4,Laapataa Ladies delivers a gripping story with great performances.,2003-12-13,DEV-429795,True,9
Movies,Super 30,5,"Super 30 is a masterful masterpiece, highly recommend!",2024-05-03,DEV-584417,True,8
Movies,Lagaan,5,Absolutely loved Lagaan - masterful from start to finish.,2019-10-30,DEV-896907,False,9
Movies,3 Idiots,5,Absolutely loved 3 Idiots - heartwarming from start to finish.,2021-09-28,DEV-227324,False,10
Movies,Forrest Gump,4,Forrest Gump delivers a captivating story with great performances.,2024-09-15,DEV-114338,True,9
Movies,Pulp Fiction,5,"Pulp Fiction is a thrilling masterpiece, highly recommend!",2006-11-27,DEV-622584,True,8
Movies,Whiplash,5,Absolutely loved Whiplash - thrilling from start to finish.,2021-03-07,DEV-355570,True,9
Movies,Soul,5,"Soul is a masterful masterpiece, highly recommend!",2003-02-17,DEV-389666,True,7
Movies,Dangal,2,Dangal had some okay moments but was mostly overrated.,2000-02-12,DEV-396578,True,9
Movies,Devara,3,"Devara was decent, disappointing in parts but nothing special.",2020-01-12,DEV-664742,True,9
Movies,12th Fail,4,12th Fail delivers a thrilling story with great performances.,2014-06-08,DEV-297816,True,9
Movies,Article 15,5,Absolutely loved Article 15 - captivating from start to finish.,2001-12-16,DEV-433632,True,10
Movies,Uri,3,"Uri was decent, disappointing in parts but nothing special.",2022-03-21,DEV-138817,False,9
Movies,Sholay,1,"Avoid Sholay at all costs, it's clichéd and poorly made.",2004-06-21,DEV-651499,True,10
Movies,Kantara,5,"Kantara is a thrilling masterpiece, highly recommend!",2003-05-10,DEV-592296,True,7
Movies,Kill,5,"Kill is a thrilling masterpiece, highly recommend!",2014-09-27,DEV-993744,True,7
Movies,Logan,4,Really enjoyed Logan! It's thrilling and well worth seeing.,2003-01-26,DEV-346174,True,9
Movies,Fight Club,2,Fight Club had some okay moments but was mostly clichéd.,2004-05-31,DEV-897305,True,10
Movies,The Kashmir Files,2,The Kashmir Files had some okay moments but was mostly predictable.,2001-04-19,DEV-148225,True,11
Movies,Dilwale Dulhania Le Jayenge,5,Absolutely loved Dilwale Dulhania Le Jayenge - heartwarming from start to finish.,2006-07-13,DEV-356059,True,12
Movies,Spider-Man: No Way Home,4,Really enjoyed Spider-Man: No Way Home! It's captivating and well worth seeing.,2003-07-17,DEV-739098,True,12
Movies,Forrest Gump,4,Really enjoyed Forrest Gump! It's thrilling and well worth seeing.,2010-06-01,DEV-583550,True,10
Movies,Memento,4,Memento delivers a thrilling story with great performances.,2024-07-08,DEV-265649,False,8
Movies,Game Changer,2,Game Changer had some okay moments but was mostly boring.,2011-03-21,DEV-579027,True,10
Movies,Article 15,5,"Article 15 is a thrilling masterpiece, highly recommend!",2010-08-22,DEV-499889,True,8
Movies,A Quiet Place,4,A Quiet Place delivers a gripping story with great performances.,2012-04-24,DEV-108491,True,10
Movies,RRR,3,"Average movie: RRR is overrated, worth a one-time watch.",2012-11-02,DEV-913423,True,9
Movies,Dilwale Dulhania Le Jayenge,4,Really enjoyed Dilwale Dulhania Le Jayenge! It's captivating and well worth seeing.,2011-03-30,DEV-810687,True,12
Movies,Andhadhun,3,"Andhadhun was decent, clichéd in parts but nothing special.",2013-11-09,DEV-926918,True,9
Movies,3 Idiots,4,3 Idiots delivers a gripping story with great performances.,2014-08-27,DEV-883790,True,9
Movies,12th Fail,5,Absolutely loved 12th Fail - heartwarming from start to finish.,2007-05-19,DEV-369452,True,10
Movies,A Quiet Place,2,"Not impressed with A Quiet Place, felt boring overall.",2021-01-03,DEV-178957,False,9
Movies,Gully Boy,1,"Avoid Gully Boy at all costs, it's overrated and poorly made.",2004-01-19,DEV-929090,True,11
Movies,KGF Chapter 2,5,Absolutely loved KGF Chapter 2 - thrilling from start to finish.,2011-10-05,DEV-712955,True,11
Movies,Zindagi Na Milegi Dobara,4,Really enjoyed Zindagi Na Milegi Dobara! It's gripping and well worth seeing.,2021-02-23,DEV-126240,True,12
Movies,Deadpool,2,"Not impressed with Deadpool, felt overrated overall.",2002-11-01,DEV-766269,True,7
Movies,John Wick,2,"Not impressed with John Wick, felt disappointing overall.",2006-04-09,DEV-147549,True,8
Movies,Jawan,4,Really enjoyed Jawan! It's gripping and well worth seeing.,2010-07-13,DEV-663658,False,9
Movies,12th Fail,4,Really enjoyed 12th Fail! It's thrilling and well worth seeing.,2018-08-11,DEV-786735,False,10
Movies,Chhichhore,4,Really enjoyed Chhichhore! It's heartwarming and well worth seeing.,2016-08-14,DEV-327823,True,9
Movies,Lagaan,1,"Avoid Lagaan at all costs, it's clichéd and poorly made.",2024-06-03,DEV-776149,True,10
Movies,Soul,4,Soul delivers a gripping story with great performances.,2004-02-10,DEV-794963,True,8
Movies,Spirited Away,4,Spirited Away delivers a gripping story with great performances.,2010-12-04,DEV-232040,True,9
Movies,Laapataa Ladies,5,"Laapataa Ladies is a captivating masterpiece, highly recommend!",2010-06-14,DEV-444519,True,8
Movies,The Greatest of All Time,3,"Average movie: The Greatest of All Time is clichéd, worth a one-time watch.",2006-06-28,DEV-236306,True,13
Movies,Pulp Fiction,3,"Pulp Fiction was decent, clichéd in parts but nothing special.",2000-08-31,DEV-475644,True,10
Movies,Deadpool,5,"Deadpool is a gripping masterpiece, highly recommend!",2011-11-26,DEV-154944,False,7
Movies,Pulp Fiction,4,Pulp Fiction delivers a gripping story with great performances.,2020-02-09,DEV-915809,True,9
Movies,Gangubai Kathiawadi,4,Really enjoyed Gangubai Kathiawadi! It's masterful and well worth seeing.,2001-12-11,DEV-862569,True,10
Movies,Singham Again,2,Singham Again had some okay moments but was mostly boring.,2001-05-25,DEV-163780,True,10
Movies,Good Newwz,3,"Average movie: Good Newwz is clichéd, worth a one-time watch.",2019-11-24,DEV-177060,True,10
Movies,Kantara,4,Really enjoyed Kantara! It's gripping and well worth seeing.,2012-05-02,DEV-754644,True,9
Movies,Deadpool,4,Deadpool delivers a thrilling story with great performances.,2020-05-08,DEV-630108,True,8
Movies,Pulp Fiction,5,"Pulp Fiction is a masterful masterpiece, highly recommend!",2019-04-17,DEV-573489,True,8
Movies,Bhool Bhulaiyaa 2,4,Bhool Bhulaiyaa 2 delivers a thrilling story with great performances.,2004-04-06,DEV-427730,True,10
Movies,Zindagi Na Milegi Dobara,3,"Average movie: Zindagi Na Milegi Dobara is predictable, worth a one-time watch.",2003-01-04,DEV-195656,True,12
Movies,Avengers: Endgame,5,"Avengers: Endgame is a heartwarming masterpiece, highly recommend!",2024-12-15,DEV-162894,True,8
Movies,Sholay,4,Sholay delivers a gripping story with great performances.,2015-11-11,DEV-797660,True,8
Movies,RRR,4,RRR delivers a heartwarming story with great performances.,2015-10-10,DEV-208633,True,8
Movies,Vikram,5,"Vikram is a captivating masterpiece, highly recommend!",2015-09-15,DEV-986438,True,7
Movies,Get Out,5,"Get Out is a masterful masterpiece, highly recommend!",2019-04-01,DEV-986209,True,8
Movies,Kill,3,"Kill was decent, overrated in parts but nothing special.",2011-12-30,DEV-130359,True,9
Movies,Mad Max Fury Road,3,"Average movie: Mad Max Fury Road is boring, worth a one-time watch.",2000-04-10,DEV-290217,True,12
Movies,Super 30,4,Really enjoyed Super 30! It's gripping and well worth seeing.,2001-05-17,DEV-196214,True,10
Movies,Dream Girl,5,Absolutely loved Dream Girl - thrilling from start to finish.,2007-01-22,DEV-488028,True,10
Movies,Vedaa,4,Really enjoyed Vedaa! It's masterful and well worth seeing.,2002-05-11,DEV-263137,True,9
Movies,Interstellar,4,Interstellar delivers a heartwarming story with great performances.,2019-01-08,DEV-609253,True,8
Movies,Baahubali,4,Really enjoyed Baahubali! It's masterful and well worth seeing.,2015-06-26,DEV-550797,False,9
Movies,Game Changer,3,"Average movie: Game Changer is disappointing, worth a one-time watch.",2002-01-14,DEV-331230,True,10
Movies,Gladiator,4,Gladiator delivers a captivating story with great performances.,2009-06-22,DEV-904624,False,8
Movies,Deadpool,5,"Deadpool is a gripping masterpiece, highly recommend!",2022-04-24,DEV-883301,True,7
Movies,Kalki 2898 AD,5,Absolutely loved Kalki 2898 AD - captivating from start to finish.,2003-03-26,DEV-516359,True,11
Movies,Spirited Away,5,"Spirited Away is a thrilling masterpiece, highly recommend!",2014-01-16,DEV-703727,True,8
Movies,Housefull 5,4,Housefull 5 delivers a thrilling story with great performances.,2005-03-02,DEV-524707,False,9
Movies,Kill,4,Kill delivers a thrilling story with great performances.,2003-12-14,DEV-557925,True,8
Movies,Game Changer,5,"Game Changer is a thrilling masterpiece, highly recommend!",2017-10-02,DEV-425346,True,8
Movies,Top Gun: Maverick,5,"Top Gun: Maverick is a gripping masterpiece, highly recommend!",2023-10-20,DEV-634723,True,9
Movies,Bajrangi Bhaijaan,3,"Bajrangi Bhaijaan was decent, predictable in parts but nothing special.",2004-08-11,DEV-253557,True,10
Movies,Pathaan,5,"Pathaan is a gripping masterpiece, highly recommend!",2022-03-01,DEV-586490,True,7
Movies,Gangubai Kathiawadi,3,"Average movie: Gangubai Kathiawadi is overrated, worth a one-time watch.",2014-03-07,DEV-258290,True,10
Movies,Sky Force,4,Sky Force delivers a heartwarming story with great performances.,2026-07-12,DEV-158900,True,9
Movies,Drishyam 2,5,"Drishyam 2 is a thrilling masterpiece, highly recommend!",2002-07-21,DEV-486649,True,8
Movies,Joker,5,Absolutely loved Joker - masterful from start to finish.,2020-10-03,DEV-708519,True,9
Movies,Parasite,3,"Parasite was decent, disappointing in parts but nothing special.",2014-06-03,DEV-734394,True,9
Movies,Oppenheimer,5,"Oppenheimer is a thrilling masterpiece, highly recommend!",2015-05-28,DEV-849014,False,7
Movies,Parasite,4,Parasite delivers a captivating story with great performances.,2019-09-17,DEV-649525,True,8
Movies,Zindagi Na Milegi Dobara,5,Absolutely loved Zindagi Na Milegi Dobara - heartwarming from start to finish.,2018-05-03,DEV-912085,True,12
Movies,Sky Force,4,Really enjoyed Sky Force! It's heartwarming and well worth seeing.,2014-10-15,DEV-199096,True,10
Movies,Titanic,4,Really enjoyed Titanic! It's masterful and well worth seeing.,2014-12-14,DEV-185461,True,9
Movies,Bajrangi Bhaijaan,5,Absolutely loved Bajrangi Bhaijaan - heartwarming from start to finish.,2005-10-13,DEV-723945,True,10
Movies,Stree 2,5,Absolutely loved Stree 2 - thrilling from start to finish.,2005-09-24,DEV-802667,True,10
Movies,Pushpa 2,2,Pushpa 2 had some okay moments but was mostly clichéd.,2022-10-23,DEV-479404,False,10
Movies,Baahubali,4,Baahubali delivers a heartwarming story with great performances.,2008-08-11,DEV-337547,True,8
Movies,A Quiet Place,5,"A Quiet Place is a gripping masterpiece, highly recommend!",2015-02-08,DEV-903531,True,9
Movies,Pathaan,4,Really enjoyed Pathaan! It's captivating and well worth seeing.,2007-06-05,DEV-856215,True,9
Movies,Forrest Gump,4,Forrest Gump delivers a thrilling story with great performances.,2020-02-20,DEV-345369,True,9
Movies,Bhediya,4,Bhediya delivers a captivating story with great performances.,2025-08-02,DEV-561999,True,8
Movies,Uri,5,Absolutely loved Uri - masterful from start to finish.,2007-04-09,DEV-956572,True,9
Movies,Titanic,4,Titanic delivers a gripping story with great performances.,2016-08-25,DEV-681478,True,8
Movies,Singham Again,3,"Average movie: Singham Again is clichéd, worth a one-time watch.",2003-10-06,DEV-900185,True,10
Movies,Fighter,4,Fighter delivers a captivating story with great performances.,2004-02-11,DEV-332823,True,8
Movies,The Dark Knight,2,"Not impressed with The Dark Knight, felt disappointing overall.",2017-10-13,DEV-626392,True,9
Movies,Interstellar,4,Really enjoyed Interstellar! It's heartwarming and well worth seeing.,2001-04-06,DEV-434165,True,9
Movies,Sholay,3,"Sholay was decent, predictable in parts but nothing special.",2001-09-19,DEV-400814,True,9
Movies,Andhadhun,4,Andhadhun delivers a thrilling story with great performances.,2000-03-27,DEV-183074,False,8
Movies,Pathaan,5,Absolutely loved Pathaan - masterful from start to finish.,2004-12-26,DEV-913875,True,9
Movies,RRR,4,RRR delivers a captivating story with great performances.,2020-07-03,DEV-165858,False,8
Movies,The Greatest of All Time,2,"Not impressed with The Greatest of All Time, felt overrated overall.",2023-02-12,DEV-702980,True,11
Movies,Good Newwz,5,Absolutely loved Good Newwz - gripping from start to finish.,2010-10-16,DEV-698384,True,10
Movies,Interstellar,3,"Average movie: Interstellar is overrated, worth a one-time watch.",2003-01-13,DEV-651613,True,9
Movies,Animal,3,"Animal was decent, overrated in parts but nothing special.",2017-07-07,DEV-592972,False,9
Movies,Zindagi Na Milegi Dobara,4,Really enjoyed Zindagi Na Milegi Dobara! It's heartwarming and well worth seeing.,2016-01-07,DEV-926823,False,12
Movies,Sky Force,5,Absolutely loved Sky Force - gripping from start to finish.,2005-12-25,DEV-146489,True,10
Movies,The Batman,4,The Batman delivers a thrilling story with great performances.,2008-03-05,DEV-950916,False,9
Movies,Bhool Bhulaiyaa 2,3,"Average movie: Bhool Bhulaiyaa 2 is clichéd, worth a one-time watch.",2009-01-15,DEV-145934,True,11
Movies,Logan,2,Logan had some okay moments but was mostly boring.,2024-05-11,DEV-596395,True,9
Movies,Soul,3,"Average movie: Soul is boring, worth a one-time watch.",2002-02-22,DEV-787584,True,9
Movies,Zindagi Na Milegi Dobara,5,Absolutely loved Zindagi Na Milegi Dobara - thrilling from start to finish.,2019-09-22,DEV-505426,True,12
Movies,Jawan,5,Absolutely loved Jawan - heartwarming from start to finish.,2003-09-15,DEV-862400,True,9
Movies,Spider-Man: No Way Home,4,Spider-Man: No Way Home delivers a masterful story with great performances.,2014-05-29,DEV-207581,False,11
Movies,Mad Max Fury Road,3,"Average movie: Mad Max Fury Road is disappointing, worth a one-time watch.",2007-06-23,DEV-823270,True,12
Movies,Dilwale Dulhania Le Jayenge,4,Dilwale Dulhania Le Jayenge delivers a masterful story with great performances.,2012-04-25,DEV-770532,True,11
Movies,Barbie,2,Barbie had some okay moments but was mostly disappointing.,2023-01-06,DEV-940010,True,9
Movies,The Dark Knight,5,Absolutely loved The Dark Knight - captivating from start to finish.,2001-07-24,DEV-232361,False,11
Movies,Lagaan,3,"Average movie: Lagaan is boring, worth a one-time watch.",2025-06-11,DEV-133958,True,9
